_id;Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;denominazione_pe;insegna;superficie_somministrazione;CAP;ID_NIL;NIL;MUNICIPIO;LONG_WGS84;LAT_WGS84;Location
96;C-PE/12181;Via SAMMARTINI GIOVANNI BATTISTA N. 15| isolato:247| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via SAMMARTINI GIOVANNI BATTISTA;15;1202;;ristorante da luca;119;20124;10;CENTRALE;2;92040284645;4,54879E+11;45.4878522683 / 9.2040284645
97;C-PE/12184;Viale MONTE NERO N. 34| isolato:134| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Viale MONTE NERO;34;3062;;kapuzimer platz;263;20135;27;PTA ROMANA;4;9,20499E+11;4,5456E+11;45.4559708241 / 9.20498630249
98;C-PE/12192;Via MONTEVIDEO N. 3| isolato:025| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via MONTEVIDEO;3;6091;;;123;20144;50;TORTONA;6;9,16655E+11;4,54552E+11;45.4551608083 / 9.16655209183
99;C-PE/12240;Corso SEMPIONE N. 34| isolato:059| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Corso SEMPIONE;34;7137;;click art cafe;83;20154;69;SARPI;8;9,16677E+11;4,54806E+11;45.4805897161 / 9.16677058183
100;C-PE/13165;Via MOROSINI EMILIO N. 19| isolato:057| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via MOROSINI EMILIO;19;3073;a - Ristorante, trattoria, osteria con cucina e simili;bar caffe;198;20135;26;XXII MARZO;4;9,21119E+11;4,54594E+11;45.4593888318 / 9.21118761052
101;C-PE/13197;Via CASTEL MORRONE N. 7| isolato:169| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Via CASTEL MORRONE;7;3185;;;88;20129;21;BUENOS AIRES - VENEZIA;3;9,21453E+11;4,54695E+11;45.4695342487 / 9.21453378953
102;C-PE/13198;PIAZZA EUSTORGIO (SANT') N. 2| isolato:125| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;PIAZZA EUSTORGIO (SANT');2;703;c - Tavole calde,self service, fast food e simili|g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;mc donald s;144;;;;;;;
103;C-PE/13199;Via MORGHEN RAFFAELLO N. 23| isolato:011| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via MORGHEN RAFFAELLO;23;1462;;;57;20158;77;BOVISA;9;9,16148E+11;4,55053E+11;45.5052510303 / 9.16148253554
104;C-PE/13211-1;Via BRIOSCHI FRANCESCO N. 55| isolato:003| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via BRIOSCHI FRANCESCO;55;5243;;bar schiret;35;20141;43;TIBALDI;5;9,18163E+11;4,54415E+11;45.4414922551 / 9.18162618324
105;C-PE/13215;Via NOVARA N. 342| isolato:107| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Via NOVARA;342;6624;;pastarito pizzarito;210;20153;88;Parco Bosco in città;7;9,09353E+14;4,54824E+14;45.4823736452441 / 9.09353305055872
106;C-PE/13217;Via ROVIGO N. 11| isolato:241| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via ROVIGO;11;2523;;my way cafe;73;20132;19;PADOVA;2;9,2458E+11;4,55062E+11;45.5061504284 / 9.24579538499
107;C-PE/16285;Via MARTIGNONI ADELE N. 1| isolato:180| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via MARTIGNONI ADELE;1;1362;a - Ristorante, trattoria, osteria con cucina e simili;cafe essaouira;54;20124;12;MACIACHINI - MAGGIOLINA;2;9,19592E+11;4,54921E+11;45.4921122739 / 9.19591506542
108;C-PE/16289;Piazzale ISTRIA N. 1 con ingresso da viale zara| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Piazzale ISTRIA;1;1347;f - Bar caffè e simili;princi;33;20159;12;MACIACHINI - MAGGIOLINA;9;9,19724E+11;4,55013E+11;45.5012780311 / 9.19723949166
109;C-PE/16290;VIA BOLTRAFFIO GIAN ANTONIO N. 18| isolato:211| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;VIA BOLTRAFFIO GIAN ANTONIO;18;1149;;ristorante;120;20159;11;ISOLA;9;9,1881E+11;4,54921E+11;45.4921117799 / 9.18809991709
110;C-PE/16302;Viale SARCA N. 207| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Viale SARCA;207;1427;;forst;224;20126;15;BICOCCA;9;9,2107E+11;4,55195E+11;45.5195070088 / 9.21069602837
111;C-PE/16323;Corso LODI N. 112| isolato:052| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Corso LODI;112;4068;;;58;20139;35;LODI - CORVETTO;4;92216833139;4,5441E+11;45.4410371584 / 9.2216833139
112;C-PE/16344;VIA CADIBONA N. 3| isolato:089| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;VIA CADIBONA;3;658;d - Pizzerie e simili;pizzeria;30;20123;1;DUOMO;1;9,17755E+11;4,5465E+11;45.4650073038 / 9.17754762318
113;C-PE/16356;Via SALASCO N. 29 ingresso viale bligny| (z.d. 5);SOMMINISTRAZIONE - In piano;Via SALASCO;29;4051;;;;20136;5;VIGENTINA;5;9,19614E+11;4,54507E+11;45.4506864431 / 9.19614268457
114;C-PE/16358;VIALE MONZA N. 82| isolato:310| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;VIALE MONZA;82;2274;c - Tavole calde,self service, fast food e simili;puntocaldo;18;20127;20;LORETO;2;9,21983E+11;4,54959E+11;45.4958975343 / 9.21982972744
115;C-PE/16359;Via ROSSI PELLEGRINO N. 8| isolato:193| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via ROSSI PELLEGRINO;8;1510;;puntocaldo;40;20161;80;AFFORI;9;91785030322;4,55072E+11;45.5071977589 / 9.1785030322
116;C-PE/16360;Via POLIZIANO N. 10 ingr.anche in pier d.francesca| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via POLIZIANO;10;7196;;puntocaldo;48;20154;69;SARPI;8;9,16532E+14;4,54833E+13;45.483349727977 / 9.16531683292294
117;C-PE/16361;Viale UMBRIA N. 109| isolato:061| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Viale UMBRIA;109;3145;;;46;20135;26;XXII MARZO;4;9,21707E+11;4,54581E+11;45.4580997023 / 9.21707006492
118;C-PE/16370;Via ASTESANI ALESSANDRO N. 42| isolato:091| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via ASTESANI ALESSANDRO;42;1558;;caffett.pasticc.gelateria;57;20161;80;AFFORI;9;9,17015E+11;45519408094;45.519408094 / 9.17014642959
119;C-PE/16379;Via IMBRIANI (DEGLI) N. 17| isolato:078| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via IMBRIANI (DEGLI);17;1266;;;58;20158;77;BOVISA;9;9,16992E+14;4,54979E+14;45.4979281472018 / 9.16991520914935
120;C-PE/16384;Via OSCULATI GAETANO N. 2| isolato:145| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via OSCULATI GAETANO;2;1547;;bar caffe;117;20161;80;AFFORI;9;91692580673;4,55168E+11;45.5167528358 / 9.1692580673
121;C-PE/16389;Via VITRUVIO N. 39| isolato:056| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Via VITRUVIO;39;2134;;;46;20124;21;BUENOS AIRES - VENEZIA;3;9,20681E+11;4,54822E+11;45.4822103006 / 9.20680790705
122;C-PE/16391;VIA COPERNICO NICCOLO' N. 51| isolato:197| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;VIA COPERNICO NICCOLO';51;658;;caffe 51;84;;;;;;;
123;C-PE/16398;Via MOSCOVA (DELLA) num.028/30 /30| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via MOSCOVA (DELLA);;1016;;caffetteria e bookshop;88;;;;;;;
124;C-PE/15992;Via MEDA GIUSEPPE N. 29| isolato:002| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via MEDA GIUSEPPE;29;5242;;;230;20141;43;TIBALDI;5;9,17907E+11;45442333485;45.442333485 / 9.17906557275
125;C-PE/16123;Via BROGGI GIUSEPPE N. 13 con ingr. v.jan incr. v. redi| isolato:151| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Via BROGGI GIUSEPPE;13;2150;;al less;47;20129;21;BUENOS AIRES - VENEZIA;3;9,21105E+11;4,54779E+11;45.4778576685 / 9.21104524562
126;C-PE/16408;Via LECCO N. 10 con ingresso su via l. palazzi| isolato:078| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Via LECCO;10;2110;;;94;20124;21;BUENOS AIRES - VENEZIA;3;9,20435E+11;4,54769E+11;45.4768643536 / 9.20434907928
127;C-PE/17773;Via PICHI MARIO N. 5| isolato:079| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via PICHI MARIO;5;5236;;bar pichi;32;20143;44;NAVIGLI;6;9,17528E+11;4,54478E+11;45.4477532854 / 9.17527538363
128;C-PE/17777;Bastioni PORTA VOLTA (DI) N. 9 (z.d. 1);SOMMINISTRAZIONE - In piano;Bastioni PORTA VOLTA (DI);9;1066;;;26;20121;2;BRERA;1;9,18209E+11;45479402943;45.479402943 / 9.18208870415
129;C-PE/17779;Via MANUZIO ALDO N. 6| isolato:126| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via MANUZIO ALDO;6;2114;;;97;20124;10;CENTRALE;2;9,20021E+11;4,54782E+11;45.4782050297 / 9.20020576721
130;C-PE/17781;Via MURAT GIOACCHINO N. 70| isolato:016| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via MURAT GIOACCHINO;70;1316;e - Bar gastronomici e simili|f - Bar caffè e simili|g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;sweet soul -pane caffe;45;20159;12;MACIACHINI - MAGGIOLINA;9;9,19005E+11;45501748769;45.501748769 / 9.19004998532
131;C-PE/17787;VIA BORGONUOVO N. 26|via borgonuovo 026| isolato:253| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;VIA BORGONUOVO;26;139;;;44;20121;2;BRERA;1;9,18969E+11;4,54728E+11;45.4727610632 / 9.18968735955
132;C-PE/17788;Viale JENNER EDOARDO N. 14| isolato:088| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Viale JENNER EDOARDO;14;1230;;;53;20159;79;DERGANO;9;9,18273E+11;4,54975E+11;45.4974677138 / 9.18273206572
133;C-PE/17794;Via MARSALA N. 2| isolato:006| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via MARSALA;2;1035;;bar tabacchi marsaladue;66;20121;2;BRERA;1;9,18796E+11;4,54784E+11;45.4783814691 / 9.18795508198
134;C-PE/17796;LARGO ZANDONAI RICCARDO N. 3| isolato:177| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;LARGO ZANDONAI RICCARDO;3;658;;;109;20123;1;DUOMO;1;9,17755E+11;4,5465E+11;45.4650073038 / 9.17754762318
135;C-PE/17797;Piazza OHM GIORGIO SIMONE num.001/a| isolato:017| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Piazza OHM GIORGIO SIMONE;;5300;;la pizzicata;30;;;;;;;
136;C-PE/17802;Via MARCO (SAN) N. 2| isolato:248| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via MARCO (SAN);2;1036;h - Wine bar, birreria, pub enoteche, caffetteria, sala da te e simili;n ombra de vin enoteca;164;20121;2;BRERA;1;91880138982;4,54735E+11;45.4735371338 / 9.1880138982
137;C-PE/17809;Via PULCI LUIGI N. 19| isolato:144| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via PULCI LUIGI;19;1622;;;92;20126;15;BICOCCA;9;9,20761E+11;4,55145E+11;45.5144561443 / 9.20761400947
138;C-PE/17810;Via LOMBROSO CESARE N. 54 c/o ortomercato| isolato:091| accesso: accesso interno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via LOMBROSO CESARE;54;3334;;;131;;;;4;9,23213E+14;4,54552E+14;45.4552043425859 / 9.23212536974791
139;C-PE/17815;VIA GIAMPIETRINO N. 21| isolato:019| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;VIA GIAMPIETRINO;21;7333;;;156;20156;77;BOVISA;9;9,15235E+11;4,55035E+11;45.5034555707 / 9.15234805409
140;C-PE/17817;Corso GARIBALDI GIUSEPPE N. 93| isolato:081| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso GARIBALDI GIUSEPPE;93;1010;;enoteca moscatelli;78;20121;2;BRERA;1;91841902173;4,5477E+11;45.4770173688 / 9.1841902173
141;C-PE/17830;VIA NEGROLI N. 39| isolato:234| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;VIA NEGROLI;39;3279;;vizi e sfizi;34;20133;25;CORSICA;4;9,23232E+11;4,54662E+11;45.4661647454 / 9.23232075105
142;C-PE/17832;VIA SAVONA N. 86 con ingresso viale carlo troya| isolato:165| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;VIA SAVONA;86;5122;;;39;20144;49;GIAMBELLINO;6;9,15453E+11;4,54512E+11;45.4512431807 / 9.15452515655
143;C-PE/17852;Via PADOVA N. 100| isolato:317| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via PADOVA;100;2275;;;10;20131;20;LORETO;2;92280505615;4,54946E+11;45.4945899436 / 9.2280505615
144;C-PE/17854;VIA BIANCHI MOSE' N. 103 angolo piazza zavattari| isolato:256| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;VIA BIANCHI MOSE';103;6385;f - Bar caffè e simili;bar caffe;54;20149;58;DE ANGELI - MONTE ROSA;7;9,14415E+11;4,54762E+11;45.4761512973 / 9.14414857098
145;C-PE/17856;Via ROSSI PELLEGRINO N. 15| isolato:182| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via ROSSI PELLEGRINO;15;1510;;ristorante pizzeria;212;20161;80;AFFORI;9;9,17731E+11;4,55084E+11;45.5083847191 / 9.17731423363
146;PE/25345;VIA PRESTINARI MARCELLO N. 5 (z.d. 9);SOMMINISTRAZIONE - In piano;VIA PRESTINARI MARCELLO;5;1269;g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;;45;20158;77;BOVISA;9;9,16679E+11;4,55008E+11;45.5007993976 / 9.16679262063
147;C-PE/13726;Viale ABRUZZI N. 33 con ingresso da via stradella| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Viale ABRUZZI;33;2177;;bar caffe tavola fredda;99;20129;21;BUENOS AIRES - VENEZIA;3;9,21682E+11;4,54786E+11;45.4786228185 / 9.21681506646
148;C-PE/13727;Via ROSMINI ANTONIO N. 13| isolato:109| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via ROSMINI ANTONIO;13;7132;;;180;20154;69;SARPI;1;91746731476;4,54808E+11;45.4808006626 / 9.1746731476
149;C-PE/13728;Via MAC MAHON N. 87| isolato:289| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via MAC MAHON;87;7221;;la sfinge;99;20155;71;VILLAPIZZONE;8;9,15698E+11;4,54944E+11;45.4944260897 / 9.15698127274
150;C-PE/13739;Via VARESE N. 1| isolato:003| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via VARESE;1;1031;;post scriptum cafe;53;20121;2;BRERA;1;9,18435E+11;4,54789E+11;45.4788646785 / 9.18435078326
151;C-PE/13740;Galleria BABILA (SAN) num.004/b /b| isolato:264| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Galleria BABILA (SAN);;360;a - Ristorante, trattoria, osteria con cucina e simili|e - Bar gastronomici e simili|f - Bar caffè e simili;gi.rosa;209;;;;;;;
152;C-PE/13745;Via ASTESANI ALESSANDRO N. 23| isolato:100| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via ASTESANI ALESSANDRO;23;1558;;il caffe della via;42;20161;80;AFFORI;9;9,17073E+11;4,5518E+11;45.5180310131 / 9.17072847275
153;C-PE/13783;Via MASPERO PAOLO N. 34| isolato:089| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via MASPERO PAOLO;34;3336;;bar mara tavola fredda;22;20137;29;ORTOMERCATO;4;9,2267E+11;4,54538E+11;45.4537944073 / 9.22670100309
154;C-PE/13787;Via ORTICA N. 1| isolato:149| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Via ORTICA;1;3242;;eoliana pasticceria;67;20134;23;LAMBRATE;3;9,24209E+11;4,5471E+11;45.4710352897 / 9.24208721945
155;C-PE/13789;Via MARESCALCHI FERDINANDO N. 11 (z.d. 3);SOMMINISTRAZIONE - In piano;Via MARESCALCHI FERDINANDO;11;3315;;;;20133;22;CITTA' STUDI;3;9,2347E+11;4,54692E+11;45.4691895841 / 9.23470093643
156;C-PE/13800-1;Via VESPUCCI AMERIGO num.001/3 civico 1 e civico 3| isolato:277| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via VESPUCCI AMERIGO;;1107;;casablanca;105;;;;;;;
157;C-PE/13802;Via LUDOVICO DI BREME N. 9| isolato:221| accesso: accesso interno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via LUDOVICO DI BREME;9;7396;;;318;20156;71;VILLAPIZZONE;8;9139231628;4,54963E+11;45.4963415072 / 9.139231628
158;C-PE/13803;Via PADOVA N. 286 (z.d. 2);SOMMINISTRAZIONE - In piano;Via PADOVA;286;2275;;;;20132;19;PADOVA;2;9,24624E+11;4,55083E+11;45.5082615274 / 9.24623708467
159;PE/25960;Via FORLANINI CARLO N. 5 (z.d. 3);SOMMINISTRAZIONE - In piano;Via FORLANINI CARLO;5;3171;e - Bar gastronomici e simili;;23;20133;22;CITTA' STUDI;3;9,23117E+11;45471877546;45.471877546 / 9.23116854766
160;C-PE/14635;Via FELTRE N. 70| isolato:076| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Via FELTRE;70;2652;;bar caffe;51;20134;18;Parco Lambro - CIMIANO;3;9,24451E+11;4,54912E+11;45.4912442316 / 9.24450739839
161;C-PE/14637;Viale BRIANZA N. 6| isolato:356| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Viale BRIANZA;6;2263;e - Bar gastronomici e simili|f - Bar caffè e simili;bar tabacchi;129;20127;20;LORETO;2;9,21532E+11;4,54867E+11;45.4866930978 / 9.21531834867
162;C-PE/14637-1;Viale BRIANZA N. 6| isolato:356| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Viale BRIANZA;6;2263;;bar;80;20127;20;LORETO;2;9,21532E+11;4,54867E+11;45.4866930978 / 9.21531834867
163;PE/27096;Viale ESPINASSE CARLO N. 57 (z.d. 8);SOMMINISTRAZIONE - In piano;Viale ESPINASSE CARLO;57;7390;d - Pizzerie e simili|a - Ristorante, trattoria, osteria con cucina e simili;;114;20156;71;VILLAPIZZONE;8;9,14238E+11;45496831098;45.496831098 / 9.14238336551
164;PE/27107;Via MARGHERA N. 37 sub 84 (z.d. 7);SOMMINISTRAZIONE - In piano;Via MARGHERA;37;6280;d - Pizzerie e simili;;235;20149;51;WASHINGTON;7;9,15219E+11;45466762622;45.466762622 / 9.15218808877
165;C-PE/13229;Viale ISONZO N. 60| isolato:150| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Viale ISONZO;60;4211;;bar isonzo;21;20135;27;PTA ROMANA;5;91983267506;4,54467E+11;45.4466986285 / 9.1983267506
166;C-PE/13243-1;VIA NN N. 0 ();SOMMINISTRAZIONE - In piano;VIA NN;0;0;;il portico;;;;;;;;
167;C-PE/13253;Via PRINA GIUSEPPE N. 11| isolato:102| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via PRINA GIUSEPPE;11;7135;;;20;20154;69;SARPI;8;9,1685E+11;4,54799E+11;45.4799273126 / 9.16850172059
168;C-PE/13260;Via CORRIDONI FILIPPO N. 1| isolato:195| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via CORRIDONI FILIPPO;1;3020;;ba ba reeba plaza del sol;58;20122;4;GUASTALLA;1;9,19975E+11;4,54633E+11;45.4633150876 / 9.19975492117
169;C-PE/13262;Corso COMO N. 10| isolato:322| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Corso COMO;10;1111;;10 corso como restaurant;98;20124;9;GARIBALDI REPUBBLICA;9;9,18744E+11;4,54819E+11;45.4819253615 / 9.18743781412
170;C-PE/13266;Viale FAENZA N. 2 con ingresso in piazza g.miani| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Viale FAENZA;2;5350;a - Ristorante, trattoria, osteria con cucina e simili|c - Tavole calde,self service, fast food e simili|d - Pizzerie e simili;osteria dell arte;27;20142;48;RONCHETTO S/N;6;9,1539E+11;4,54374E+11;45.4373554562 / 9.15390252065
171;C-PE/13267;Via BARI num.011/o /o| isolato:061| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via BARI;;5218;;;71;;;;;;;
172;C-PE/13270;Via CALVI PIETRO N. 31| isolato:036| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via CALVI PIETRO;31;3083;;;127;20129;26;XXII MARZO;4;9,21048E+11;4,54625E+11;45.4625078395 / 9.21048405588
173;C-PE/13272;Via LORENTEGGIO N. 269| isolato:502| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via LORENTEGGIO;269;5132;;gustibus srl.;136;20147;49;GIAMBELLINO;6;9,1171E+11;4,54437E+11;45.4437491128 / 9.11710297429
174;C-PE/13281;VIA LEONCAVALLO RUGGERO N. 16| isolato:002| accesso: accesso interno| (z.d. 3);SOMMINISTRAZIONE - In piano;VIA LEONCAVALLO RUGGERO;16;2389;;capoverde;300;20131;20;LORETO;3;9,22515E+11;4,54907E+11;45.4906874179 / 9.22515181001
175;C-PE/13282;Viale TESTI FULVIO N. 186 con 2øingresso in via rodi| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Viale TESTI FULVIO;186;1441;;;50;20126;15;BICOCCA;9;9,20589E+11;4,55149E+11;45.5148702605 / 9.20588922292
176;C-PE/13297;Via BIANCA DI SAVOIA N. 19| isolato:045| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via BIANCA DI SAVOIA;19;4019;;bar gloria fortuna;61;20122;5;VIGENTINA;1;9,19124E+11;4,54522E+11;45.4522194707 / 9.19124455508
177;C-PE/13302;Viale DORIA ANDREA N. 16| isolato:016| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Viale DORIA ANDREA;16;2230;;;76;20124;21;BUENOS AIRES - VENEZIA;3;9,21086E+11;4,54853E+11;45.4853135274 / 9.21085919903
178;C-PE/14145-1;Via SOLFERINO N. 48| isolato:170| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via SOLFERINO;48;1028;;il blu di camaiore;119;20121;2;BRERA;1;9,18859E+11;4,5479E+11;45.4789739444 / 9.18859389458
179;C-PE/14153;Via PROCACCINI GIULIO CESARE N. 28| isolato:055| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via PROCACCINI GIULIO CESARE;28;7204;;le colline senesi;103;20154;69;SARPI;8;9,17066E+11;4,54838E+11;45.4837655585 / 9.17066217754
180;C-PE/14167;Via GORANI num.002/a /a con ingresso via borromei|via borromei 000| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via GORANI;;635;a - Ristorante, trattoria, osteria con cucina e simili;malvasia restaurant;87;;;;;;;
181;C-PE/14170;Via IMBRIANI (DEGLI) N. 30| isolato:077| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via IMBRIANI (DEGLI);30;1266;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;;75;20158;77;BOVISA;9;9,16859E+14;4,54998E+14;45.4998264445358 / 9.16859171495305
182;C-PE/14173;Via ANFITEATRO num.006/12 /12| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via ANFITEATRO;;1012;;bassamarea srl;125;;;;;;;
183;C-PE/14174;Via MECENATE num.099/a /a| accesso: accesso esterno|;SOMMINISTRAZIONE - In piano;Via MECENATE;;3323;;pastarito pizzarito;235;;;;;;;
184;C-PE/14178;Via ROGOREDO N. 117| isolato:157| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via ROGOREDO;117;4373;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;;58;20138;32;TRIULZO SUPERIORE;4;9,25145E+11;4,54261E+11;45.4260705627 / 9.25145104662
185;C-PE/14181;Via PONTE SEVESO N. 33 angolo via schiaparelli| isolato:200| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via PONTE SEVESO;33;1203;c - Tavole calde,self service, fast food e simili|e - Bar gastronomici e simili|f - Bar caffè e simili;;52;20125;10;CENTRALE;2;9,20505E+11;4,54899E+11;45.4898828911 / 9.20505282428
186;PE/27661;VIA OSCULATI GAETANO N. 2 (z.d. 9);SOMMINISTRAZIONE - In piano;VIA OSCULATI GAETANO;2;1547;d - Pizzerie e simili;;82;20161;80;AFFORI;9;91692580673;4,55168E+11;45.5167528358 / 9.1692580673
187;C-PE/16412;VIA OROPA num.004| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;VIA OROPA;;2381;;grancafe / pizzachef;97;;;;;;;
188;C-PE/16415-1;VIA NN N. 0 ();SOMMINISTRAZIONE - In piano;VIA NN;0;0;;bar caffe;;;;;;;;
189;C-PE/16420;VIALE PREMUDA N. 44| isolato:002| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;VIALE PREMUDA;44;3063;g - Bar pasticceria, bar gelateria, cremeria, creperia e similic - Tavole calde,self service, fast food e simili|a - Ristorante, trattoria, osteria con cucina e simili|e - Bar gastronomici e simili|f - Bar caffè e simili;california bakery;100;20129;26;XXII MARZO;4;9,20735E+11;4,54669E+11;45.4669088407 / 9.20734924365
190;C-PE/16441;Viale SABOTINO N. 19| isolato:092| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Viale SABOTINO;19;4046;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili;maru sushi and noodle bar;224;20122;27;PTA ROMANA;5;9,20059E+11;4,54511E+11;45.4511473553 / 9.20059314959
